"Brnd_Name","Year","Tot_Spndng"
Assure Id Insulin Safety,"2024 (Q1-Q4)",582.42
Assure Id Pen Needle,"2024 (Q1-Q4)",71872.49
Assure Id Pen Needle,"2025 (Q1-Q3)",26218.5
Astagraf XL,"2024 (Q1-Q4)",497646.4
Astagraf XL,"2025 (Q1-Q3)",448043.6
Atacand,"2024 (Q1-Q4)",1764048.1
Atacand,"2025 (Q1-Q3)",1111006.0
Atacand HCT,"2024 (Q1-Q4)",512364.66
Atacand HCT,"2025 (Q1-Q3)",328996.4
Atazanavir Sulfate,"2024 (Q1-Q4)",4337243.5
Atazanavir Sulfate,"2025 (Q1-Q3)",2251605.5
Atelvia,"2024 (Q1-Q4)",171763.83
Atelvia,"2025 (Q1-Q3)",96836.57
Atenolol,"2024 (Q1-Q4)",49744184
Atenolol,"2025 (Q1-Q3)",35182400
Atenolol-Chlorthalidone,"2024 (Q1-Q4)",9175340.0
Atenolol-Chlorthalidone,"2025 (Q1-Q3)",6462002.5
Ativan,"2024 (Q1-Q4)",22568404
Ativan,"2025 (Q1-Q3)",16986766
Atomoxetine HCl,"2024 (Q1-Q4)",32543830
Atomoxetine HCl,"2025 (Q1-Q3)",24862896
Atorvaliq,"2024 (Q1-Q4)",932042.0
Atorvaliq,"2025 (Q1-Q3)",1114031.5
Atorvastatin Calcium,"2024 (Q1-Q4)",756487552
Atorvastatin Calcium,"2025 (Q1-Q3)",610726272
Atovaquone,"2024 (Q1-Q4)",41251096
Atovaquone,"2025 (Q1-Q3)",29395360
Atovaquone-Proguanil HCl,"2024 (Q1-Q4)",6560696.0
Atovaquone-Proguanil HCl,"2025 (Q1-Q3)",5035272.0
Atralin,"2024 (Q1-Q4)",8915.63
Atropine Sulfate,"2024 (Q1-Q4)",8948517.0
Atropine Sulfate,"2024 (Q1-Q4)",25521.68
Atropine Sulfate,"2025 (Q1-Q3)",6024.62
Atropine Sulfate,"2025 (Q1-Q3)",6979527.5
Atrovent HFA,"2024 (Q1-Q4)",115305944
Atrovent HFA,"2025 (Q1-Q3)",48580304
Attruby,"2024 (Q1-Q4)",870031.7
Attruby,"2025 (Q1-Q3)",240474752
Aubagio,"2024 (Q1-Q4)",148480752
Aubagio,"2025 (Q1-Q3)",73257840
Aubra Eq,"2024 (Q1-Q4)",2976.38
Aubra Eq,"2025 (Q1-Q3)",2200.34
Augmentin,"2024 (Q1-Q4)",125567.49
Augmentin,"2025 (Q1-Q3)",167666.64
Augtyro,"2024 (Q1-Q4)",9778948.0
Augtyro,"2025 (Q1-Q3)",20256226
Auranofin,"2025 (Q1-Q3)",32845.15
Aurovela,"2024 (Q1-Q4)",33733.9
Aurovela,"2025 (Q1-Q3)",74801.87
Aurovela 24 Fe,"2024 (Q1-Q4)",50668.64
Aurovela 24 Fe,"2025 (Q1-Q3)",44320.37
Aurovela Fe,"2024 (Q1-Q4)",88972.08
Aurovela Fe,"2025 (Q1-Q3)",84083.42
Auryxia,"2024 (Q1-Q4)",131543848
Auryxia,"2025 (Q1-Q3)",371223.34
Austedo,"2024 (Q1-Q4)",1066901440
Austedo,"2025 (Q1-Q3)",748242240
Austedo XR,"2024 (Q1-Q4)",597150080
Austedo XR,"2025 (Q1-Q3)",870928064
Austedo XR Titration Kt(Wk1-4),"2024 (Q1-Q4)",10771397
Austedo XR Titration Kt(Wk1-4),"2025 (Q1-Q3)",10083470
Autoshield Duo Pen Needle,"2024 (Q1-Q4)",35430684
Autoshield Duo Pen Needle,"2025 (Q1-Q3)",32690256
Auvelity,"2024 (Q1-Q4)",77071792
Auvelity,"2025 (Q1-Q3)",89743008
Auvi-Q,"2024 (Q1-Q4)",713329.06
Auvi-Q,"2025 (Q1-Q3)",2372907.0
Avalide,"2024 (Q1-Q4)",730097.2
Avalide,"2025 (Q1-Q3)",508725.75
Avapro,"2024 (Q1-Q4)",2297411.0
Avapro,"2025 (Q1-Q3)",1434613.0
Avastin,"2024 (Q1-Q4)",9033009.0
Avastin,"2025 (Q1-Q3)",6164733.5
Aveed,"2024 (Q1-Q4)",1580108.5
Aveed,"2025 (Q1-Q3)",1262958.0
Aviane,"2024 (Q1-Q4)",99129.01
Aviane,"2025 (Q1-Q3)",87436.42
Avmapki-Fakzynja,"2025 (Q1-Q3)",5680736.0
Avodart,"2024 (Q1-Q4)",6811784.0
Avodart,"2025 (Q1-Q3)",2357773.2
Avonex (4 Pack),"2024 (Q1-Q4)",126957256
Avonex (4 Pack),"2025 (Q1-Q3)",115169568
Avonex Pen (4 Pack),"2024 (Q1-Q4)",161328736
Avonex Pen (4 Pack),"2025 (Q1-Q3)",160576112
Avsola,"2024 (Q1-Q4)",5748990.5
Avsola,"2025 (Q1-Q3)",5679981.5
Avycaz,"2024 (Q1-Q4)",19533400
Avycaz,"2025 (Q1-Q3)",17800624
Ayuna,"2024 (Q1-Q4)",280.17
Ayvakit,"2024 (Q1-Q4)",160026592
Ayvakit,"2025 (Q1-Q3)",179975664
Azacitidine,"2024 (Q1-Q4)",3057054.8
Azacitidine,"2025 (Q1-Q3)",2212730.5
Azactam,"2024 (Q1-Q4)",106777.55
Azactam,"2025 (Q1-Q3)",79979.05
Azasan,"2024 (Q1-Q4)",64427.64
Azasan,"2025 (Q1-Q3)",33684.92
Azasite,"2024 (Q1-Q4)",1574632.2
Azasite,"2025 (Q1-Q3)",1182335.4
Azathioprine,"2024 (Q1-Q4)",19708846
Azathioprine,"2025 (Q1-Q3)",13813112
Azathioprine Sodium,"2024 (Q1-Q4)",60899.4
Azelaic Acid,"2024 (Q1-Q4)",8433756.0
Azelaic Acid,"2025 (Q1-Q3)",5212973.5
Azelastine-Fluticasone,"2024 (Q1-Q4)",17761912
Azelastine-Fluticasone,"2025 (Q1-Q3)",8972558.0
Azelastine HCl,"2024 (Q1-Q4)",86143664
Azelastine HCl,"2025 (Q1-Q3)",69088608
Azelex,"2024 (Q1-Q4)",1465382.8
Azelex,"2025 (Q1-Q3)",1084476.1
Azesco,"2024 (Q1-Q4)",824716.3
Azesco,"2025 (Q1-Q3)",348289.16
Azilect,"2024 (Q1-Q4)",1391907.2
Azilect,"2025 (Q1-Q3)",828187.8
Azithromycin,"2024 (Q1-Q4)",45699756
Azithromycin,"2025 (Q1-Q3)",34172744
Azmiro,"2025 (Q1-Q3)",34754.77
Azopt,"2024 (Q1-Q4)",14483551
Azopt,"2025 (Q1-Q3)",6752346.0
Azor,"2024 (Q1-Q4)",2869755.8
Azor,"2025 (Q1-Q3)",2014189.1
Azstarys,"2024 (Q1-Q4)",2107123.2
Azstarys,"2025 (Q1-Q3)",1575582.2
Aztreonam,"2024 (Q1-Q4)",2384983.0
Aztreonam,"2025 (Q1-Q3)",1911950.5
Azulfidine,"2024 (Q1-Q4)",232221.81
Azulfidine,"2025 (Q1-Q3)",146140.44
Azurette,"2024 (Q1-Q4)",26128.61
Azurette,"2025 (Q1-Q3)",30024.08
B-D Single Use Alcohol Swab,"2024 (Q1-Q4)",1159.32
Bacitracin,"2024 (Q1-Q4)",1390988.9
Bacitracin,"2025 (Q1-Q3)",83204.45
Bacitracin-Polymyxin,"2024 (Q1-Q4)",532002.7
Bacitracin-Polymyxin,"2025 (Q1-Q3)",441573.0
Baclofen,"2024 (Q1-Q4)",88375216
Baclofen,"2025 (Q1-Q3)",67275864
Bactrim,"2024 (Q1-Q4)",1779.58
Bactrim,"2025 (Q1-Q3)",1890.39
Bactrim Ds,"2024 (Q1-Q4)",23058.03
Bactrim Ds,"2025 (Q1-Q3)",14971.88
Bafiertam,"2024 (Q1-Q4)",8241991.0
Bafiertam,"2025 (Q1-Q3)",11382212
Balcoltra,"2024 (Q1-Q4)",15359.77
Balsalazide Disodium,"2024 (Q1-Q4)",18671258
Balsalazide Disodium,"2025 (Q1-Q3)",13615115
Balversa,"2024 (Q1-Q4)",22675188
Balversa,"2025 (Q1-Q3)",25932402
Balziva,"2024 (Q1-Q4)",40317.2
Balziva,"2025 (Q1-Q3)",33365.53
Band-Aid Gauze Pads,"2024 (Q1-Q4)",990.24
Band-Aid Gauze Pads,"2025 (Q1-Q3)",761.9
Banzel,"2024 (Q1-Q4)",17577530
Banzel,"2025 (Q1-Q3)",12104812
Baqsimi,"2024 (Q1-Q4)",21504808
Baqsimi,"2025 (Q1-Q3)",24656714
Baraclude,"2024 (Q1-Q4)",2657561.2
Baraclude,"2025 (Q1-Q3)",1859289.4
Basaglar Kwikpen U-100,"2024 (Q1-Q4)",664629376
Basaglar Kwikpen U-100,"2025 (Q1-Q3)",402847104
Basaglar Tempo Pen U-100,"2024 (Q1-Q4)",580890.4
Basaglar Tempo Pen U-100,"2025 (Q1-Q3)",530303.75
Bavencio,"2024 (Q1-Q4)",2045161.2
Bavencio,"2025 (Q1-Q3)",1979068.8
Baxdela,"2024 (Q1-Q4)",1415836.4
Baxdela,"2025 (Q1-Q3)",1140470.0
BCG (Tice Strain),"2024 (Q1-Q4)",610181.94
BCG (Tice Strain),"2025 (Q1-Q3)",467352.6
BCG Vaccine (Tice Strain),"2024 (Q1-Q4)",2028.13
Bd Insulin Syringe,"2024 (Q1-Q4)",1015.21
Bd Insulin Syringe,"2025 (Q1-Q3)",822.95
Bd Insulin Syringe Ult-Fine II,"2024 (Q1-Q4)",13826.74
Bd Insulin Syringe Ult-Fine II,"2024 (Q1-Q4)",2515.21
Bd Insulin Syringe Ult-Fine II,"2024 (Q1-Q4)",24536.34
Bd Insulin Syringe Ult-Fine II,"2025 (Q1-Q3)",10294.36
Bd Insulin Syringe Ult-Fine II,"2025 (Q1-Q3)",53625.87
Bd Insulin Syringe Ultra-Fine,"2024 (Q1-Q4)",5306.12
Bd Insulin Syringe Ultra-Fine,"2024 (Q1-Q4)",2940.08
Bd Insulin Syringe Ultra-Fine,"2025 (Q1-Q3)",2132.89
Bd Insulin Syringe Ultra-Fine,"2025 (Q1-Q3)",3701.14
Beconase Aq,"2024 (Q1-Q4)",129983.76
Belbuca,"2024 (Q1-Q4)",160136000
Belbuca,"2025 (Q1-Q3)",116019624
Belladonna-Opium,"2025 (Q1-Q3)",15134.91
Belsomra,"2024 (Q1-Q4)",150180016
Belsomra,"2025 (Q1-Q3)",111342112
Benazepril-Hydrochlorothiazide,"2024 (Q1-Q4)",8532457.0
Benazepril-Hydrochlorothiazide,"2025 (Q1-Q3)",5643343.0
Benazepril HCl,"2024 (Q1-Q4)",22289752
Benazepril HCl,"2025 (Q1-Q3)",15662074
Bendamustine HCl,"2024 (Q1-Q4)",1992496.8
Bendamustine HCl,"2025 (Q1-Q3)",1909193.0
Bendeka,"2024 (Q1-Q4)",1480157.0
Bendeka,"2025 (Q1-Q3)",1628973.4
Benicar,"2024 (Q1-Q4)",14002739
Benicar,"2025 (Q1-Q3)",9805407.0
Benicar HCT,"2024 (Q1-Q4)",6145963.5
Benicar HCT,"2025 (Q1-Q3)",4139650.0
Benlysta,"2024 (Q1-Q4)",216806704
Benlysta,"2025 (Q1-Q3)",209570160
Bensal HP,"2024 (Q1-Q4)",52335.83
Bentyl,"2024 (Q1-Q4)",21729.14
Benzamycin,"2025 (Q1-Q3)",954.74
Benzonatate,"2024 (Q1-Q4)",1928702.6
Benzonatate,"2025 (Q1-Q3)",1975318.0
Benztropine Mesylate,"2024 (Q1-Q4)",23986554
Benztropine Mesylate,"2025 (Q1-Q3)",17169658
Beovu,"2024 (Q1-Q4)",316883.03
Beovu,"2025 (Q1-Q3)",113849.19
Bepotastine Besilate,"2024 (Q1-Q4)",9609442.0
Bepotastine Besilate,"2025 (Q1-Q3)",7665218.0
Bepreve,"2024 (Q1-Q4)",1499995.0
Bepreve,"2025 (Q1-Q3)",457634.25
Berinert,"2024 (Q1-Q4)",34597556
Berinert,"2025 (Q1-Q3)",28900040
Besivance,"2024 (Q1-Q4)",6786112.0
Besivance,"2025 (Q1-Q3)",3163109.0
Besremi,"2024 (Q1-Q4)",81198104
Besremi,"2025 (Q1-Q3)",112954872
Betadine,"2024 (Q1-Q4)",893.1
Betadine,"2025 (Q1-Q3)",738.47
Betaine Anhydrous,"2024 (Q1-Q4)",938651.75
Betaine Anhydrous,"2025 (Q1-Q3)",813020.9
Betamethasone Diprop Augmented,"2024 (Q1-Q4)",13098743
Betamethasone Diprop Augmented,"2024 (Q1-Q4)",524163.3
Betamethasone Diprop Augmented,"2025 (Q1-Q3)",9894504.0
Betamethasone Diprop Augmented,"2025 (Q1-Q3)",375416.25
Betamethasone Dipropionate,"2024 (Q1-Q4)",33021358
Betamethasone Dipropionate,"2025 (Q1-Q3)",22835284
Betamethasone Sod Phos-Acetate,"2024 (Q1-Q4)",20192.87
Betamethasone Sod Phos-Acetate,"2025 (Q1-Q3)",14064.77
Betamethasone Valerate,"2024 (Q1-Q4)",8945616.0
Betamethasone Valerate,"2025 (Q1-Q3)",6612280.0
Betapace,"2024 (Q1-Q4)",534563.44
Betapace,"2025 (Q1-Q3)",352471.03
Betapace Af,"2024 (Q1-Q4)",199123.77
Betapace Af,"2025 (Q1-Q3)",115854.01
Betaseron,"2024 (Q1-Q4)",92238672
Betaseron,"2025 (Q1-Q3)",64655724
Betaxolol HCl,"2024 (Q1-Q4)",2105633.0
Betaxolol HCl,"2025 (Q1-Q3)",1596549.4
Bethanechol Chloride,"2024 (Q1-Q4)",10902342
Bethanechol Chloride,"2025 (Q1-Q3)",7595808.5
Betimol,"2024 (Q1-Q4)",3600829.2
Betimol,"2025 (Q1-Q3)",672801.94
Betoptic S,"2024 (Q1-Q4)",3695025.2
Betoptic S,"2025 (Q1-Q3)",2479222.8
Bevespi Aerosphere,"2024 (Q1-Q4)",65535900
Bevespi Aerosphere,"2025 (Q1-Q3)",43499100
Bexarotene,"2024 (Q1-Q4)",44810356
Bexarotene,"2025 (Q1-Q3)",39789212
Bexsero,"2024 (Q1-Q4)",1626028.8
Bexsero,"2025 (Q1-Q3)",1384969.0
Beyaz,"2024 (Q1-Q4)",21950.3
Beyaz,"2025 (Q1-Q3)",14460.9
Bicalutamide,"2024 (Q1-Q4)",6782671.0
Bicalutamide,"2025 (Q1-Q3)",5557760.5
Bicillin L-A,"2024 (Q1-Q4)",4456479.5
Bicillin L-A,"2025 (Q1-Q3)",3539441.2
Bidil,"2024 (Q1-Q4)",519594.56
Bidil,"2025 (Q1-Q3)",221439.55
Bijuva,"2024 (Q1-Q4)",728303.6
Bijuva,"2025 (Q1-Q3)",595555.06
Biktarvy,"2024 (Q1-Q4)",3456061440
Biktarvy,"2025 (Q1-Q3)",2954286336
Bimatoprost,"2024 (Q1-Q4)",7196417.5
Bimatoprost,"2025 (Q1-Q3)",5045675.5
Bimzelx,"2024 (Q1-Q4)",7566799.0
Bimzelx,"2025 (Q1-Q3)",24213998
Bimzelx Autoinjector,"2024 (Q1-Q4)",78530920
Bimzelx Autoinjector,"2025 (Q1-Q3)",341908640
Binosto,"2024 (Q1-Q4)",458704.4
Binosto,"2025 (Q1-Q3)",334997.5
Bismuth-Metronidazole-Tetracyc,"2024 (Q1-Q4)",2590597.8
Bismuth-Metronidazole-Tetracyc,"2025 (Q1-Q3)",1367641.6
Bisoprolol-Hydrochlorothiazide,"2024 (Q1-Q4)",16522887
Bisoprolol-Hydrochlorothiazide,"2025 (Q1-Q3)",11361394
Bisoprolol Fumarate,"2024 (Q1-Q4)",30247354
Bisoprolol Fumarate,"2025 (Q1-Q3)",21093084
Bivigam,"2024 (Q1-Q4)",3508906.5
Bivigam,"2025 (Q1-Q3)",2055384.1
Bleomycin Sulfate,"2024 (Q1-Q4)",1355.96
Blincyto,"2024 (Q1-Q4)",1704009.0
Blincyto,"2025 (Q1-Q3)",1045892.1
Blisovi 24 Fe,"2024 (Q1-Q4)",40470.29
Blisovi 24 Fe,"2025 (Q1-Q3)",28057.14
Blisovi Fe,"2024 (Q1-Q4)",177362.47
Blisovi Fe,"2025 (Q1-Q3)",116705.73
Bonjesta,"2024 (Q1-Q4)",47257.14
Bonjesta,"2025 (Q1-Q3)",21613.48
Bonsity,"2025 (Q1-Q3)",888096.56
Boostrix Tdap,"2024 (Q1-Q4)",94390240
Boostrix Tdap,"2025 (Q1-Q3)",87177712
Bortezomib,"2024 (Q1-Q4)",3104837.0
Bortezomib,"2025 (Q1-Q3)",1852823.8
Bosentan,"2024 (Q1-Q4)",20421890
Bosentan,"2025 (Q1-Q3)",12062180
Bosulif,"2024 (Q1-Q4)",235311824
Bosulif,"2025 (Q1-Q3)",242484720
Botox,"2024 (Q1-Q4)",122282696
Botox,"2025 (Q1-Q3)",103583384
Braftovi,"2024 (Q1-Q4)",138103680
Braftovi,"2025 (Q1-Q3)",167872192
Breo Ellipta,"2024 (Q1-Q4)",1360528640
Breo Ellipta,"2025 (Q1-Q3)",965070208
Breyna,"2024 (Q1-Q4)",115815944
Breyna,"2025 (Q1-Q3)",120928512
Breztri Aerosphere,"2024 (Q1-Q4)",1130105728
Breztri Aerosphere,"2025 (Q1-Q3)",1050388032
Briellyn,"2024 (Q1-Q4)",14193.88
Briellyn,"2025 (Q1-Q3)",10953.94
Brilinta,"2024 (Q1-Q4)",685497408
Brilinta,"2025 (Q1-Q3)",404746304
Brimonidine Tartrate,"2024 (Q1-Q4)",97620448
Brimonidine Tartrate,"2025 (Q1-Q3)",74451344
Brimonidine Tartrate-Timolol,"2024 (Q1-Q4)",84117136
Brimonidine Tartrate-Timolol,"2025 (Q1-Q3)",64759104
Brinsupri,"2025 (Q1-Q3)",16458650
Brinzolamide,"2024 (Q1-Q4)",37655316
Brinzolamide,"2025 (Q1-Q3)",27829296
Briumvi,"2024 (Q1-Q4)",7995163.5
Briumvi,"2025 (Q1-Q3)",14512552
Briviact,"2024 (Q1-Q4)",219770912
Briviact,"2025 (Q1-Q3)",189953872
Brixadi,"2024 (Q1-Q4)",11205219
Brixadi,"2025 (Q1-Q3)",15222603
Bromfenac Sodium,"2024 (Q1-Q4)",23257420
Bromfenac Sodium,"2025 (Q1-Q3)",21736058
Bromocriptine Mesylate,"2024 (Q1-Q4)",6569831.5
Bromocriptine Mesylate,"2025 (Q1-Q3)",4634617.5
Brompheniramine-Pseudoephed-DM,"2024 (Q1-Q4)",16297.85
Brompheniramine-Pseudoephed-DM,"2025 (Q1-Q3)",22585.4
Bromsite,"2024 (Q1-Q4)",1393888.0
Bromsite,"2025 (Q1-Q3)",353714.97
Bronchitol,"2024 (Q1-Q4)",125542.88
Brovana,"2024 (Q1-Q4)",145625.23
Brovana,"2025 (Q1-Q3)",98796.28
Brukinsa,"2024 (Q1-Q4)",1724363392
Brukinsa,"2025 (Q1-Q3)",1848040832
Bryhali,"2024 (Q1-Q4)",100540.81
Bryhali,"2025 (Q1-Q3)",57378.2
Bss,"2024 (Q1-Q4)",3361.62
Bss,"2025 (Q1-Q3)",3164.86
Bucapsol,"2025 (Q1-Q3)",265379.44
Budesonide,"2024 (Q1-Q4)",31485140
Budesonide,"2025 (Q1-Q3)",28364526
Budesonide-Formoterol Fumarate,"2024 (Q1-Q4)",248240784
Budesonide-Formoterol Fumarate,"2025 (Q1-Q3)",233726000
Budesonide Dr,"2024 (Q1-Q4)",26525452
Budesonide Dr,"2025 (Q1-Q3)",21054114
Budesonide EC,"2024 (Q1-Q4)",22708624
Budesonide EC,"2025 (Q1-Q3)",12303554
Budesonide ER,"2024 (Q1-Q4)",36725452
Budesonide ER,"2025 (Q1-Q3)",24207212
Bumetanide,"2024 (Q1-Q4)",78616304
Bumetanide,"2025 (Q1-Q3)",57713108
Buphenyl,"2024 (Q1-Q4)",2249667.0
Buphenyl,"2025 (Q1-Q3)",1298064.5
Bupivacaine HCl,"2024 (Q1-Q4)",4345.66
Bupivacaine HCl,"2024 (Q1-Q4)",11674.86
Bupivacaine HCl,"2025 (Q1-Q3)",8281.4
Bupivacaine HCl,"2025 (Q1-Q3)",3068.88
Buprenorphine,"2024 (Q1-Q4)",112263344
Buprenorphine,"2025 (Q1-Q3)",78533336
Buprenorphine-Naloxone,"2024 (Q1-Q4)",199734240
Buprenorphine-Naloxone,"2025 (Q1-Q3)",147209696
Buprenorphine HCl,"2024 (Q1-Q4)",14749297
Buprenorphine HCl,"2025 (Q1-Q3)",13366506
Bupropion HCl,"2024 (Q1-Q4)",17034912
Bupropion HCl,"2025 (Q1-Q3)",12261271
Bupropion HCl SR,"2024 (Q1-Q4)",46038372
Bupropion HCl SR,"2025 (Q1-Q3)",31050624
Bupropion XL,"2024 (Q1-Q4)",168624192
Bupropion XL,"2025 (Q1-Q3)",129244432
Buspirone HCl,"2024 (Q1-Q4)",111220888
Buspirone HCl,"2025 (Q1-Q3)",91792560
Butalb-Acetaminoph-Caff-Codein,"2024 (Q1-Q4)",4227768.0
Butalb-Acetaminoph-Caff-Codein,"2025 (Q1-Q3)",3114176.8
Butalbital-Acetaminophen,"2024 (Q1-Q4)",2380577.0
Butalbital-Acetaminophen,"2025 (Q1-Q3)",1064308.6
Butalbital-Acetaminophen-Caffe,"2024 (Q1-Q4)",23308992
Butalbital-Acetaminophen-Caffe,"2025 (Q1-Q3)",15882021
Butalbital-Aspirin-Caffeine,"2024 (Q1-Q4)",2250544.8
Butalbital-Aspirin-Caffeine,"2025 (Q1-Q3)",1443927.0
Butalbital Compound-Codeine,"2024 (Q1-Q4)",3665.35
Butorphanol Tartrate,"2024 (Q1-Q4)",2037517.9
Butorphanol Tartrate,"2025 (Q1-Q3)",1440032.9
Butrans,"2024 (Q1-Q4)",10800854
Butrans,"2025 (Q1-Q3)",6164831.5
Bydureon Bcise,"2024 (Q1-Q4)",215354672
Bydureon Bcise,"2025 (Q1-Q3)",37845388
Byetta,"2024 (Q1-Q4)",15877480
Byetta,"2025 (Q1-Q3)",2342850.5
Bylvay,"2024 (Q1-Q4)",6404368.5
Bylvay,"2025 (Q1-Q3)",4798462.5
Byooviz,"2024 (Q1-Q4)",41974.12
Bystolic,"2024 (Q1-Q4)",16462137
Bystolic,"2025 (Q1-Q3)",9842783.0
C-Nate DHA,"2024 (Q1-Q4)",4358.34
C-Nate DHA,"2025 (Q1-Q3)",2948.75
Cabenuva,"2024 (Q1-Q4)",211613824
Cabenuva,"2025 (Q1-Q3)",199178896
Cabergoline,"2024 (Q1-Q4)",6738197.5
Cabergoline,"2025 (Q1-Q3)",5081586.0
Cablivi,"2024 (Q1-Q4)",24561100
Cablivi,"2025 (Q1-Q3)",19836164
Cabometyx,"2024 (Q1-Q4)",1216724992
Cabometyx,"2025 (Q1-Q3)",1134100352
Cabtreo,"2024 (Q1-Q4)",196507.45
Cabtreo,"2025 (Q1-Q3)",290621.94
Caduet,"2024 (Q1-Q4)",394684.16
Caduet,"2025 (Q1-Q3)",273235.88
Calcipotriene,"2024 (Q1-Q4)",24123452
Calcipotriene,"2025 (Q1-Q3)",17131816
Calcipotriene-Betamethasone,"2024 (Q1-Q4)",3451453.8
Calcipotriene-Betamethasone,"2025 (Q1-Q3)",1883137.8
Calcitonin-Salmon,"2024 (Q1-Q4)",14083385
Calcitonin-Salmon,"2025 (Q1-Q3)",10229054
Calcitriol,"2024 (Q1-Q4)",26421472
Calcitriol,"2025 (Q1-Q3)",20859726
Calcium Acetate,"2024 (Q1-Q4)",27572954
Calcium Acetate,"2025 (Q1-Q3)",1132943.0
Calcium Gluconate,"2024 (Q1-Q4)",61699.25
Calcium Gluconate,"2025 (Q1-Q3)",46062.16
Caldolor,"2024 (Q1-Q4)",9724.5
Caldolor,"2025 (Q1-Q3)",14849.75
Calquence,"2024 (Q1-Q4)",564130.25
Calquence,"2024 (Q1-Q4)",1701974912
Calquence,"2025 (Q1-Q3)",1811785600
Cambia,"2024 (Q1-Q4)",1347018.9
Cambia,"2025 (Q1-Q3)",819297.1
Camila,"2024 (Q1-Q4)",11674.6
Camila,"2025 (Q1-Q3)",6727.91
Camrese,"2024 (Q1-Q4)",20488.5
Camrese,"2025 (Q1-Q3)",16625.59
Camrese Lo,"2024 (Q1-Q4)",51252.7
Camrese Lo,"2025 (Q1-Q3)",22193.22
Camzyos,"2024 (Q1-Q4)",290825664
Camzyos,"2025 (Q1-Q3)",397174560
Canasa,"2024 (Q1-Q4)",1203660.1
Canasa,"2025 (Q1-Q3)",864179.0
Cancidas,"2024 (Q1-Q4)",23910.69
Candesartan-Hydrochlorothiazid,"2024 (Q1-Q4)",14353428
Candesartan-Hydrochlorothiazid,"2025 (Q1-Q3)",9742059.0
Candesartan Cilexetil,"2024 (Q1-Q4)",39768376
Candesartan Cilexetil,"2025 (Q1-Q3)",28768800
Capecitabine,"2024 (Q1-Q4)",34971.84
Capecitabine,"2025 (Q1-Q3)",47228.2
Caplyta,"2024 (Q1-Q4)",268479296
Caplyta,"2025 (Q1-Q3)",248061840
Caprelsa,"2024 (Q1-Q4)",3440120.5
Caprelsa,"2025 (Q1-Q3)",2827596.0
Captopril,"2024 (Q1-Q4)",5057777.0
Captopril,"2025 (Q1-Q3)",3012046.5
Captopril-Hydrochlorothiazide,"2024 (Q1-Q4)",14192.65
Captopril-Hydrochlorothiazide,"2025 (Q1-Q3)",14176.66
Carafate,"2024 (Q1-Q4)",1257911.2
Carafate,"2025 (Q1-Q3)",234234.44
Carbaglu,"2024 (Q1-Q4)",10812445
Carbaglu,"2025 (Q1-Q3)",6093614.5
Carbamazepine,"2024 (Q1-Q4)",39888052
Carbamazepine,"2025 (Q1-Q3)",29366556
Carbamazepine ER,"2024 (Q1-Q4)",56687576
Carbamazepine ER,"2025 (Q1-Q3)",39965568
Carbatrol,"2024 (Q1-Q4)",3246654.5
Carbatrol,"2025 (Q1-Q3)",2355905.8
Carbidopa,"2024 (Q1-Q4)",7236281.0
Carbidopa,"2025 (Q1-Q3)",4701665.0
Carbidopa-Levodopa,"2024 (Q1-Q4)",91171832
Carbidopa-Levodopa,"2025 (Q1-Q3)",67229480
Carbidopa-Levodopa-Entacapone,"2024 (Q1-Q4)",11841246
Carbidopa-Levodopa-Entacapone,"2025 (Q1-Q3)",7902680.0
Carbidopa-Levodopa ER,"2024 (Q1-Q4)",30004902
Carbidopa-Levodopa ER,"2025 (Q1-Q3)",19880408
Carbinoxamine Maleate,"2024 (Q1-Q4)",945398.8
Carbinoxamine Maleate,"2025 (Q1-Q3)",3156371.2
Carboplatin,"2024 (Q1-Q4)",186188.17
Carboplatin,"2025 (Q1-Q3)",167023.06
Cardizem,"2024 (Q1-Q4)",144189.92
Cardizem,"2025 (Q1-Q3)",85028.75
Cardizem CD,"2024 (Q1-Q4)",3745623.0
Cardizem CD,"2025 (Q1-Q3)",2523725.8
Cardizem La,"2024 (Q1-Q4)",681664.2
Cardizem La,"2025 (Q1-Q3)",347673.34
Cardura,"2024 (Q1-Q4)",383732.53
Cardura,"2025 (Q1-Q3)",255376.19
Cardura XL,"2024 (Q1-Q4)",821348.75
Cardura XL,"2025 (Q1-Q3)",59554.41
Carefine Pen Needle,"2024 (Q1-Q4)",45241.24
Carefine Pen Needle,"2025 (Q1-Q3)",34723.71
Caretouch Alcohol Prep Pad,"2024 (Q1-Q4)",169.4
Caretouch Alcohol Prep Pad,"2025 (Q1-Q3)",21.93
Caretouch Pen Needle,"2024 (Q1-Q4)",480.37
Caretouch Pen Needle,"2025 (Q1-Q3)",130.19
Carglumic Acid,"2024 (Q1-Q4)",574386.8
Carglumic Acid,"2025 (Q1-Q3)",5012448.0
Carisoprodol,"2024 (Q1-Q4)",4223737.0
Carisoprodol,"2025 (Q1-Q3)",3002794.8
Carnitor,"2024 (Q1-Q4)",225745.19
Carnitor,"2024 (Q1-Q4)",45944.13
Carnitor,"2025 (Q1-Q3)",161320.78
Carnitor,"2025 (Q1-Q3)",32942.85
Carnitor SF,"2024 (Q1-Q4)",8089.59
Carnitor SF,"2025 (Q1-Q3)",5014.0
Carospir,"2024 (Q1-Q4)",185999.97
Carospir,"2025 (Q1-Q3)",83624.1
